path,model,n_obs,term,coef,se,pvalue
models.naive_engaged_ols,naive_engaged_ols,503,__domain_governance_law_history,-0.022012,0.06716,0.744412
models.naive_engaged_ols,naive_engaged_ols,503,__domain_health_biomedicine,-0.149353,0.06934,0.035903
models.naive_engaged_ols,naive_engaged_ols,503,__domain_physical_infrastructure_environment,-0.038114,0.062413,0.544082
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_glm46,0.023885,0.105748,0.822193
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_gptoss120b,-0.234009,0.12365,0.063996
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_gptoss20b,0.110003,0.078131,0.165102
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_kimik2,0.017405,0.126738,0.891297
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_mistralsmall32,-0.241507,0.196944,0.225619
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_qwen32b,-0.110185,0.11756,0.352954
models.naive_engaged_ols,naive_engaged_ols,503,__attacker_qwen8b,-0.09146,0.143604,0.526992
models.naive_engaged_ols,naive_engaged_ols,503,__defender_glm46,0.094418,0.036024,0.01147
models.naive_engaged_ols,naive_engaged_ols,503,__defender_gptoss120b,-0.359982,0.054852,0.0
models.naive_engaged_ols,naive_engaged_ols,503,__defender_gptoss20b,-0.148911,0.063255,0.02238
models.naive_engaged_ols,naive_engaged_ols,503,__defender_kimik2,-0.240298,0.07899,0.003677
models.naive_engaged_ols,naive_engaged_ols,503,__defender_mistralsmall32,-0.440848,0.058023,0.0
models.naive_engaged_ols,naive_engaged_ols,503,__defender_qwen32b,-0.027174,0.059691,0.650825
models.naive_engaged_ols,naive_engaged_ols,503,__defender_qwen8b,0.033469,0.058709,0.571074
models.heckman_twostep.stage1_selection,probit,2968,const,-0.995623,,
models.heckman_twostep.stage1_selection,probit,2968,gate_iv_safety_short_gate,-2.995986,0.156822,0.0
models.heckman_twostep.stage1_selection,probit,2968,gate_iv_safety_policy_gate,-14.26338,50452686829.761795,1.0
models.heckman_twostep.stage1_selection,probit,2968,ScenarioComplexity_z,0.12329,0.061647,0.045509
models.heckman_twostep.stage1_selection,probit,2968,attacker_capability_z,-0.18246,5968606.80678,1.0
models.heckman_twostep.stage1_selection,probit,2968,defender_capability_z,0.052408,2864684.425892,1.0
models.heckman_twostep.stage1_selection,probit,2968,context_document_word_count_z,0.290365,0.060718,2e-06
models.heckman_twostep.stage1_selection,probit,2968,__domain_digital_information_systems,-1.243332,0.154323,0.0
models.heckman_twostep.stage1_selection,probit,2968,__domain_finance_markets,-0.753247,0.177538,2.2e-05
models.heckman_twostep.stage1_selection,probit,2968,__domain_governance_law_history,0.003774,0.162074,0.981423
models.heckman_twostep.stage1_selection,probit,2968,__domain_health_biomedicine,-1.548989,0.17128,0.0
models.heckman_twostep.stage1_selection,probit,2968,__domain_physical_infrastructure_environment,-1.15478,0.16811,0.0
models.heckman_twostep.stage1_selection,probit,2968,__attacker_glm46,1.689243,,
models.heckman_twostep.stage1_selection,probit,2968,__attacker_gptoss120b,0.549038,9283663.261197,1.0
models.heckman_twostep.stage1_selection,probit,2968,__attacker_gptoss20b,0.434889,4680741.210054,1.0
models.heckman_twostep.stage1_selection,probit,2968,__attacker_kimik2,1.205759,2368615.265942,1.0
models.heckman_twostep.stage1_selection,probit,2968,__attacker_mistralsmall32,2.863885,14370751.080388,1.0
models.heckman_twostep.stage1_selection,probit,2968,__attacker_qwen32b,4.085641,3298806.096153,0.999999
models.heckman_twostep.stage1_selection,probit,2968,__attacker_qwen8b,2.448414,,
models.heckman_twostep.stage1_selection,probit,2968,__defender_glm46,-0.107186,1983499.439859,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_gptoss120b,-0.005407,3850322.442079,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_gptoss20b,0.142086,2936357.013909,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_kimik2,-0.017334,2255744.461016,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_mistralsmall32,0.088883,5931052.246637,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_qwen32b,-0.110787,1750146.564581,1.0
models.heckman_twostep.stage1_selection,probit,2968,__defender_qwen8b,0.19792,388921.458796,1.0
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,const,1.049709,0.13441,0.0
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,mtd_z,0.014372,0.012219,0.244855
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,ScenarioComplexity_z,0.073008,0.025187,0.005476
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,attacker_capability_z,-0.021579,0.032409,0.508457
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,defender_capability_z,-0.164079,0.037279,5.4e-05
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,context_document_word_count_z,-0.036411,0.023528,0.127784
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__domain_digital_information_systems,-0.220265,0.06565,0.001487
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__domain_finance_markets,-0.068156,0.088092,0.442619
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__domain_governance_law_history,-0.02168,0.068252,0.752027
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__domain_health_biomedicine,-0.148942,0.071835,0.043107
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__domain_physical_infrastructure_environment,-0.037851,0.063828,0.55574
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_glm46,0.022968,0.111075,0.83699
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss120b,-0.234276,0.125709,0.068023
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss20b,0.109977,0.078422,0.166748
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_kimik2,0.016725,0.129244,0.897534
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_mistralsmall32,-0.242904,0.208045,0.248313
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen32b,-0.111727,0.131784,0.400432
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen8b,-0.092561,0.151966,0.545118
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_glm46,0.094309,0.036083,0.011688
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss120b,-0.360017,0.054792,0.0
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss20b,-0.148931,0.063367,0.022588
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_kimik2,-0.240349,0.07909,0.00371
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_mistralsmall32,-0.441135,0.059139,0.0
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen32b,-0.027267,0.060806,0.655703
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen8b,0.033379,0.058841,0.572973
models.heckman_twostep.stage2_outcome,heckman_twostep_outcome,503,imr,-0.001147,0.028695,0.968277
models.two_stage_residual_inclusion.stage1_selection,probit,2968,const,-0.995623,,
models.two_stage_residual_inclusion.stage1_selection,probit,2968,gate_iv_safety_short_gate,-2.995986,0.156822,0.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,gate_iv_safety_policy_gate,-14.26338,50452686829.761795,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,ScenarioComplexity_z,0.12329,0.061647,0.045509
models.two_stage_residual_inclusion.stage1_selection,probit,2968,attacker_capability_z,-0.18246,5968606.80678,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,defender_capability_z,0.052408,2864684.425892,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,context_document_word_count_z,0.290365,0.060718,2e-06
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__domain_digital_information_systems,-1.243332,0.154323,0.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__domain_finance_markets,-0.753247,0.177538,2.2e-05
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__domain_governance_law_history,0.003774,0.162074,0.981423
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__domain_health_biomedicine,-1.548989,0.17128,0.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__domain_physical_infrastructure_environment,-1.15478,0.16811,0.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_glm46,1.689243,,
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_gptoss120b,0.549038,9283663.261197,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_gptoss20b,0.434889,4680741.210054,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_kimik2,1.205759,2368615.265942,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_mistralsmall32,2.863885,14370751.080388,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_qwen32b,4.085641,3298806.096153,0.999999
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__attacker_qwen8b,2.448414,,
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_glm46,-0.107186,1983499.439859,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_gptoss120b,-0.005407,3850322.442079,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_gptoss20b,0.142086,2936357.013909,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_kimik2,-0.017334,2255744.461016,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_mistralsmall32,0.088883,5931052.246637,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_qwen32b,-0.110787,1750146.564581,1.0
models.two_stage_residual_inclusion.stage1_selection,probit,2968,__defender_qwen8b,0.19792,388921.458796,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,const,4.38391,1737659730007875.5,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,mtd_z,5.363411,2.331811788533756e+16,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,ScenarioComplexity_z,0.574787,0.265194,0.030203
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,attacker_capability_z,0.056296,627961933409.5309,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,defender_capability_z,-1.011665,28114840.298704,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,context_document_word_count_z,-0.350939,0.20043,0.079959
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__domain_digital_information_systems,-1.530576,0.436655,0.000456
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__domain_finance_markets,-0.520573,0.705709,0.460721
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__domain_governance_law_history,-0.03422,0.618954,0.95591
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__domain_health_biomedicine,-0.95639,0.502675,0.057093
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__domain_physical_infrastructure_environment,-0.342531,0.483672,0.478828
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_glm46,0.081604,434799076591.8809,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_gptoss120b,-2.06525,844021736921.0511,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_gptoss20b,1.155293,643673142815.9758,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_kimik2,0.429998,494477381234.29596,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_mistralsmall32,-1.479628,1300134493741.941,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_qwen32b,-1.113235,383646244058.0218,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__attacker_qwen8b,-0.769864,85254720904.31279,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_glm46,0.385969,18981405.774065,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_gptoss120b,-2.384895,31598001.811212,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_gptoss20b,-1.292814,25032785.210996,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_kimik2,-1.806338,13149641.488108,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_mistralsmall32,-3.076866,52825272.228625,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_qwen32b,-0.60053,7229722.620669,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,__defender_qwen8b,0.695322,1477875.418422,1.0
models.two_stage_residual_inclusion.stage2_binary_outcome,logit,503,selection_residual,-0.141972,0.540364,0.792756
models.ipw_outcome_model,ipw_weighted_ols,503,const,1.118762,0.109696,0.0
models.ipw_outcome_model,ipw_weighted_ols,503,mtd_z,0.007802,0.005128,0.134184
models.ipw_outcome_model,ipw_weighted_ols,503,ScenarioComplexity_z,0.060296,0.027459,0.032587
models.ipw_outcome_model,ipw_weighted_ols,503,attacker_capability_z,-0.041151,0.033368,0.223028
models.ipw_outcome_model,ipw_weighted_ols,503,defender_capability_z,-0.152718,0.03897,0.000261
models.ipw_outcome_model,ipw_weighted_ols,503,context_document_word_count_z,-0.022745,0.023728,0.342211
models.ipw_outcome_model,ipw_weighted_ols,503,__domain_digital_information_systems,-0.109543,0.059335,0.070563
models.ipw_outcome_model,ipw_weighted_ols,503,__domain_finance_markets,-0.07698,0.101539,0.451793
models.ipw_outcome_model,ipw_weighted_ols,503,__domain_governance_law_history,-0.018055,0.059605,0.763162
models.ipw_outcome_model,ipw_weighted_ols,503,__domain_health_biomedicine,-0.063432,0.060212,0.296988
models.ipw_outcome_model,ipw_weighted_ols,503,__domain_physical_infrastructure_environment,0.029974,0.05231,0.569114
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_glm46,-0.069266,0.099823,0.490845
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_gptoss120b,-0.223314,0.115879,0.059435
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_gptoss20b,-0.048139,0.095077,0.614777
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_kimik2,-0.091596,0.095294,0.340901
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_mistralsmall32,-0.4251,0.18277,0.023959
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_qwen32b,-0.268618,0.115062,0.023464
models.ipw_outcome_model,ipw_weighted_ols,503,__attacker_qwen8b,-0.2031,0.133245,0.133504
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_glm46,0.11166,0.045974,0.018644
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_gptoss120b,-0.375403,0.062255,0.0
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_gptoss20b,-0.038469,0.058789,0.515765
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_kimik2,-0.224203,0.079804,0.006977
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_mistralsmall32,-0.39854,0.070866,1e-06
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_qwen32b,-0.028656,0.052857,0.590037
models.ipw_outcome_model,ipw_weighted_ols,503,__defender_qwen8b,0.014374,0.050283,0.776126
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,const,1.048074,0.117709,0.0
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,mtd_z,0.014238,0.010825,0.194189
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,ScenarioComplexity_z,0.072953,0.025328,0.005758
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,attacker_capability_z,-0.021659,0.03271,0.510784
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,defender_capability_z,-0.163987,0.036606,4.1e-05
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,context_document_word_count_z,-0.036229,0.022642,0.115631
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__domain_digital_information_systems,-0.220699,0.064943,0.001308
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__domain_finance_markets,-0.068447,0.090692,0.453822
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__domain_governance_law_history,-0.022012,0.06716,0.744412
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__domain_health_biomedicine,-0.149353,0.06934,0.035903
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__domain_physical_infrastructure_environment,-0.038114,0.062413,0.544082
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_glm46,0.023885,0.105748,0.822193
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_gptoss120b,-0.234009,0.12365,0.063996
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_gptoss20b,0.110003,0.078131,0.165102
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_kimik2,0.017405,0.126738,0.891297
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_mistralsmall32,-0.241507,0.196944,0.225619
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_qwen32b,-0.110185,0.11756,0.352954
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__attacker_qwen8b,-0.09146,0.143604,0.526992
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_glm46,0.094418,0.036024,0.01147
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_gptoss120b,-0.359982,0.054852,0.0
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_gptoss20b,-0.148911,0.063255,0.02238
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_kimik2,-0.240298,0.07899,0.003677
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_mistralsmall32,-0.440848,0.058023,0.0
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_qwen32b,-0.027174,0.059691,0.650825
models.aipw_style_weighted_glm,aipw_style_outcome_model,503,__defender_qwen8b,0.033469,0.058709,0.571074
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,const,-0.995623,,
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,gate_iv_safety_short_gate,-2.995986,0.156822,0.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,gate_iv_safety_policy_gate,-14.26338,50452686829.761795,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,ScenarioComplexity_z,0.12329,0.061647,0.045509
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,attacker_capability_z,-0.18246,5968606.80678,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,defender_capability_z,0.052408,2864684.425892,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,context_document_word_count_z,0.290365,0.060718,2e-06
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__domain_digital_information_systems,-1.243332,0.154323,0.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__domain_finance_markets,-0.753247,0.177538,2.2e-05
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__domain_governance_law_history,0.003774,0.162074,0.981423
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__domain_health_biomedicine,-1.548989,0.17128,0.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__domain_physical_infrastructure_environment,-1.15478,0.16811,0.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_glm46,1.689243,,
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_gptoss120b,0.549038,9283663.261197,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_gptoss20b,0.434889,4680741.210054,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_kimik2,1.205759,2368615.265942,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_mistralsmall32,2.863885,14370751.080388,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_qwen32b,4.085641,3298806.096153,0.999999
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__attacker_qwen8b,2.448414,,
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_glm46,-0.107186,1983499.439859,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_gptoss120b,-0.005407,3850322.442079,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_gptoss20b,0.142086,2936357.013909,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_kimik2,-0.017334,2255744.461016,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_mistralsmall32,0.088883,5931052.246637,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_qwen32b,-0.110787,1750146.564581,1.0
models.heckman_twostep_gate_joint.stage1_selection,probit,2968,__defender_qwen8b,0.19792,388921.458796,1.0
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,const,1.049709,0.13441,0.0
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,mtd_z,0.014372,0.012219,0.244855
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,ScenarioComplexity_z,0.073008,0.025187,0.005476
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,attacker_capability_z,-0.021579,0.032409,0.508457
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,defender_capability_z,-0.164079,0.037279,5.4e-05
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,context_document_word_count_z,-0.036411,0.023528,0.127784
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__domain_digital_information_systems,-0.220265,0.06565,0.001487
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__domain_finance_markets,-0.068156,0.088092,0.442619
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__domain_governance_law_history,-0.02168,0.068252,0.752027
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__domain_health_biomedicine,-0.148942,0.071835,0.043107
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__domain_physical_infrastructure_environment,-0.037851,0.063828,0.55574
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_glm46,0.022968,0.111075,0.83699
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss120b,-0.234276,0.125709,0.068023
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_gptoss20b,0.109977,0.078422,0.166748
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_kimik2,0.016725,0.129244,0.897534
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_mistralsmall32,-0.242904,0.208045,0.248313
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen32b,-0.111727,0.131784,0.400432
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__attacker_qwen8b,-0.092561,0.151966,0.545118
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_glm46,0.094309,0.036083,0.011688
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss120b,-0.360017,0.054792,0.0
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_gptoss20b,-0.148931,0.063367,0.022588
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_kimik2,-0.240349,0.07909,0.00371
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_mistralsmall32,-0.441135,0.059139,0.0
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen32b,-0.027267,0.060806,0.655703
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,__defender_qwen8b,0.033379,0.058841,0.572973
models.heckman_twostep_gate_joint.stage2_outcome,heckman_twostep_outcome,503,imr,-0.001147,0.028695,0.968277
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,const,-0.986933,1830409.121816,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,gate_iv_any_safety,-3.327063,0.146933,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,ScenarioComplexity_z,0.122795,0.058358,0.035364
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,attacker_capability_z,-0.168122,1833814.555438,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,defender_capability_z,0.036232,5877841.691944,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,context_document_word_count_z,0.255696,0.056829,7e-06
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__domain_digital_information_systems,-1.128526,0.145414,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__domain_finance_markets,-0.657653,0.165927,7.4e-05
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__domain_governance_law_history,-0.023745,0.147543,0.872142
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__domain_health_biomedicine,-1.435526,0.161422,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__domain_physical_infrastructure_environment,-1.068927,0.16156,0.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_glm46,1.605364,1269728.040772,0.999999
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_gptoss120b,0.536267,2464766.196792,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_gptoss20b,0.421016,1879695.432907,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_kimik2,1.161562,1444004.438525,0.999999
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_mistralsmall32,2.709355,3796735.80819,0.999999
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_qwen32b,3.786118,1120348.271269,0.999997
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__attacker_qwen8b,2.41819,248966.282504,0.999992
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_glm46,-0.100795,4069801.056679,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_gptoss120b,0.034274,7900202.051201,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_gptoss20b,0.095576,6024901.5643,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_kimik2,-0.044249,4628401.201714,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_mistralsmall32,0.088955,12169503.159678,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_qwen32b,-0.118607,3591000.932364,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage1_selection,probit,2968,__defender_qwen8b,0.180913,798000.207192,1.0
models.heckman_twostep_gate_any_safety_vs_standard.stage2_outcome,heckman_twostep_outcome,503,const,1.05269,0.129901,0.0
